final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
78,content_792d2e64b2e3,client_7f2253d7e2,77.95709182244079,random_forest,0.8301944001570615,0.6252430293367347,medium,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,22080,4,4,21.6,0.02,141,20,3743.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
79,content_18d83d6ef368,client_7f2253d7e2,77.90841051066295,random_forest,0.7493839208769957,0.799696614622449,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,8864,20,25,20.0,0.23,106,106,2546.0,down,LOW,keyword article,informational,91-180,91-180,2000-3500,good,page_3_5
80,content_9b28cf5ae4f3,client_f369cb89fc,77.89121902360972,random_forest,0.7879224843142759,0.7152426124297051,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1620,1,6,1.1,0.06,106,106,2869.0,down,LOW,keyword article,transactional,91-180,91-180,2000-3500,moderate,top_3
81,content_18c6a9f656f5,client_7f2253d7e2,77.88319600667104,random_forest,0.8172224313152412,0.6511912653582766,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,13870,69,66,11.7,0.5,224,20,3876.0,down,LOW,keyword article,commercial,181-365,0-30,3500+,good,striking
82,content_c1f7f47a401b,client_19581e27de,77.87987709392394,random_forest,0.7762369962727107,0.7403353939625851,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2731,1,2,2.2,0.04,144,104,0.0,down,LOW,keyword article,informational,91-180,91-180,unknown,moderate,top_3
83,content_95c47359824d,client_7f2253d7e2,77.86660065494856,random_forest,0.8425483853118174,0.5955267763962585,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,28190,85,96,28.5,0.3,141,20,4563.0,down,LOW,keyword article,commercial,91-180,0-30,3500+,good,page_3_5
84,content_e0632fafadc8,client_7f2253d7e2,77.8603139939747,random_forest,0.838629171423656,0.6038654529047619,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,17565,20,23,24.0,0.11,141,20,3870.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
85,content_44c47f990ae1,client_3fdba35f04,77.84860901003648,random_forest,0.8053196367262836,0.6760341398344671,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,2563,5,53,16.1,0.2,165,104,1472.0,down,MEDIUM,keyword article,informational,91-180,91-180,1000-2000,moderate,striking
86,content_2d14b344651b,client_3fdba35f04,77.81967939326815,random_forest,0.7604016482793281,0.7729448658001701,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,4774,9,21,5.4,0.19,144,104,1539.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,good,page_1
87,content_b005f46f2e4c,client_3fdba35f04,77.79393534430871,random_forest,0.8481588047435317,0.5810494203622448,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,673,1,45,2.7,0.15,165,104,1392.0,down,MEDIUM,keyword article,informational,91-180,91-180,1000-2000,moderate,top_3
88,content_7f2e4d6bf2a8,client_3fdba35f04,77.77046446950699,random_forest,0.8182840749759935,0.645372676755102,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,2732,3,17,26.6,0.11,174,104,1334.0,down,LOW,keyword article,commercial,91-180,91-180,1000-2000,moderate,page_3_5
89,content_60b286f9ce37,client_3fdba35f04,77.74077105238159,random_forest,0.7858250771476204,0.7151297079931974,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,2521,3,40,5.0,0.12,333,104,1318.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,page_1
90,content_9cddb79b32a7,client_3fdba35f04,77.73506399198573,random_forest,0.8241964839054884,0.63139695,medium,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,2235,2,8,24.8,0.09,124,104,1586.0,down,MEDIUM,keyword article,transactional,91-180,91-180,1000-2000,moderate,page_3_5
91,content_a0404909ecca,client_3fdba35f04,77.72620643379857,random_forest,0.8381900590930279,0.6006498597732426,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1115,0,19,14.1,0.0,131,104,1640.0,down,MEDIUM,keyword article,transactional,91-180,91-180,1000-2000,moderate,striking
92,content_e1039a455c32,client_7f2253d7e2,77.70548040785421,random_forest,0.8215575101770511,0.6362231403639456,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,24758,37,28,19.6,0.15,141,20,4266.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,striking
93,content_65bf969d1247,client_3fdba35f04,77.69442128979205,random_forest,0.835054520820012,0.6064888532111679,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1092,1,13,12.0,0.09,139,104,1361.0,down,HIGH,keyword article,informational,91-180,91-180,1000-2000,moderate,striking
94,content_1e72ec381b2c,client_7f2253d7e2,77.69397217888007,random_forest,0.848167572226298,0.577920705047619,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,14622,42,47,27.6,0.29,141,20,4229.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
95,content_bfaaf0a4bbd3,client_7f2253d7e2,77.69176857245003,random_forest,0.8251476043988827,0.6279790275272109,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,15213,52,57,18.0,0.34,141,20,3619.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,striking
96,content_c2ac8518bb1f,client_7f2253d7e2,77.68619271787509,random_forest,0.8147038472805122,0.6505472611904762,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,35150,84,74,18.5,0.24,141,20,4597.0,down,LOW,keyword article,informational,91-180,0-30,3500+,excellent,striking
97,content_4bb993e9270e,client_6208ef0f77,77.66960801974257,random_forest,0.7997768748590637,0.6825354100680272,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1986,0,2,1.3,0.0,151,104,5325.0,down,LOW,keyword article,informational,91-180,91-180,3500+,moderate,top_3
98,content_3db36d3c70db,client_7f2253d7e2,77.65523261695944,random_forest,0.840870041507721,0.5926062623265307,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,26326,39,48,29.4,0.15,141,20,3735.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
99,content_87f1ffe0bedb,client_19581e27de,77.65038101694532,random_forest,0.7349822017455352,0.8230302127658731,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,8225,19,13,1.7,0.23,126,104,2953.0,down,LOW,keyword article,commercial,91-180,91-180,2000-3500,good,top_3
100,content_cddd5aa6c5be,client_7f2253d7e2,77.6403841991178,random_forest,0.8202252638961269,0.6370991651587301,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,12732,120,111,13.6,0.94,147,20,3991.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,striking
101,content_92ca79f8b232,client_19581e27de,77.6180678853095,random_forest,0.7701183319280435,0.7455147412494331,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,4667,0,11,7.5,0.0,139,104,3597.0,down,LOW,keyword article,informational,91-180,91-180,3500+,good,page_1
102,content_8dba22b835f8,client_3fdba35f04,77.60743596122242,random_forest,0.8431097945321403,0.586242269515306,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,1192,0,13,21.9,0.0,165,104,1405.0,down,LOW,keyword article,transactional,91-180,91-180,1000-2000,moderate,page_3_5
103,content_aa98ebf95fa8,client_3fdba35f04,77.60204592977496,random_forest,0.7406973690097771,0.8090816214693877,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,7078,13,44,5.6,0.18,165,104,1269.0,down,MEDIUM,keyword article,informational,91-180,91-180,1000-2000,good,page_1
104,content_4aaeb527edf7,client_7f2253d7e2,77.5947002091106,random_forest,0.8006904357183862,0.678215886494898,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,22401,69,80,10.0,0.31,224,20,4804.0,down,LOW,keyword article,informational,181-365,0-30,3500+,good,striking
105,content_dd43e31efec7,client_7f2253d7e2,77.5743994489601,random_forest,0.8237936523843095,0.6272762274461451,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,14663,38,30,16.8,0.26,132,20,4733.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,striking
106,content_fc7c3c7271cb,client_7f2253d7e2,77.5685214063964,random_forest,0.8440605479882552,0.5829614248888889,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,22336,30,39,30.4,0.13,141,20,3772.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
107,content_41323965b20c,client_3fdba35f04,77.56141700703134,random_forest,0.804864747865819,0.6680907963673469,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,4757,5,25,31.3,0.11,124,104,1561.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,good,page_3_5
108,content_70450b1c27ae,client_3fdba35f04,77.54004599685838,random_forest,0.7917373850744182,0.6960113344285715,medium,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,8111,0,4,33.9,0.0,165,104,1287.0,down,LOW,keyword article,commercial,91-180,91-180,1000-2000,good,page_3_5
109,content_5cda32af644c,client_3fdba35f04,77.50319218056988,random_forest,0.8414969927862308,0.5865114239280045,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,720,0,17,3.0,0.0,148,104,1587.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,moderate,top_3
110,content_3a3391080e53,client_7f2253d7e2,77.50244596119751,random_forest,0.783250477401776,0.7133222541309524,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,28404,48,55,4.5,0.17,224,20,4676.0,down,LOW,keyword article,informational,181-365,0-30,3500+,good,page_1
111,content_f9d82e71e363,client_19581e27de,77.49274336463418,random_forest,0.6933174046877463,0.908853178004535,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,24260,19,44,2.0,0.08,153,104,0.0,down,MEDIUM,keyword article,transactional,91-180,91-180,unknown,good,top_3
112,content_b01a3c1455db,client_7f2253d7e2,77.4852578353515,random_forest,0.8457987903964131,0.5765861968435374,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,22184,30,35,31.2,0.14,141,20,4289.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
113,content_b01e11168073,client_3fdba35f04,77.4850310286428,random_forest,0.8331837066385781,0.6040489749243197,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,2772,3,61,37.7,0.11,165,104,1551.0,down,MEDIUM,keyword article,transactional,91-180,91-180,1000-2000,moderate,page_3_5
114,content_d92dee9bba8c,client_3fdba35f04,77.48183386236686,random_forest,0.7866439698102872,0.7052915980595239,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2207,8,25,3.1,0.36,144,104,1518.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,moderate,page_1
115,content_b893db8d7619,client_3fdba35f04,77.48017728452265,random_forest,0.8365202343830745,0.5966325677261904,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,818,0,4,4.5,0.0,124,104,1560.0,down,MEDIUM,keyword article,transactional,91-180,91-180,1000-2000,moderate,page_1
116,content_80856ce26978,client_3fdba35f04,77.47998973191818,random_forest,0.8320446823083302,0.6063724213954081,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,2243,0,17,32.2,0.0,165,104,1556.0,down,LOW,keyword article,transactional,91-180,91-180,1000-2000,moderate,page_3_5
117,content_eb0ce218868b,client_3fdba35f04,77.43382018274313,random_forest,0.805057206130235,0.6637024677959183,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,3495,5,38,27.0,0.14,284,104,1380.0,down,HIGH,keyword article,transactional,181-365,91-180,1000-2000,good,page_3_5
118,content_5e9035cd276f,client_6208ef0f77,77.42772992713631,random_forest,0.7468450413518162,0.7902722575680272,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,9253,4,60,8.1,0.04,153,104,5765.0,down,LOW,keyword article,informational,91-180,91-180,3500+,good,page_1
119,content_62e323c7fb6c,client_3fdba35f04,77.41976641804536,random_forest,0.7874371584534074,0.7016336238639456,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,2493,2,31,7.7,0.08,284,104,1648.0,down,HIGH,keyword article,transactional,181-365,91-180,1000-2000,moderate,page_1
120,content_69ccf0b9d497,client_3fdba35f04,77.41626765054244,random_forest,0.8000365934095935,0.6740890276241497,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,3040,16,69,21.1,0.53,144,104,1423.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,good,page_3_5
121,content_e124b9e2b959,client_3fdba35f04,77.41107997776545,random_forest,0.816899419039398,0.6372081951023241,medium,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,1984,2,8,20.1,0.1,165,104,1557.0,down,MEDIUM,keyword article,informational,91-180,91-180,1000-2000,moderate,page_3_5
122,content_3d6dedf98bfc,client_7f2253d7e2,77.40927346931046,random_forest,0.8371609769314747,0.593031671665533,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,19331,52,54,27.4,0.27,141,20,3599.0,down,LOW,keyword article,transactional,91-180,0-30,3500+,good,page_3_5
